,标题,价格(元/月),片区,lng,lat,nearest_station_id,distance_km,station_name,区域,面积(㎡),rent_per_unit
1507,整租·吴东小区 1室1厅 南,6290,徐汇-徐家汇-吴东小区,121.422474,31.191462,4号线,0.6904,虹桥路,徐汇,48.0,131.04166666666666
1508,整租·凯托大厦 1室1厅 南,7500,徐汇-田林-凯托大厦,121.42498,31.183122,4号线,0.451,宜山路,徐汇,75.93,98.77518767285657
1509,整租·龙山新村 1室1厅 南,5590,徐汇-万体馆-龙山新村,121.444891,31.184374,4号线,0.1883,上海体育场,徐汇,34.5,162.02898550724638
1510,整租·尚海湾豪庭一期 5室2厅 南,32000,徐汇-徐汇滨江-尚海湾豪庭一期,121.460283,31.179931,12号线,0.5807,龙华中路,徐汇,264.58,120.94640562400787
1511,整租·武康路280弄(公房) 2室1厅 南,6860,徐汇-衡山路-武康路280弄(公房),121.438556,31.207378,10号线,0.5571,上海图书馆,徐汇,50.47,135.92233009708738
1512,整租·五原路249号 1室0厅 南,4250,徐汇-衡山路-五原路249号,121.446789,31.213302,7号线,0.2254,常熟路,徐汇,13.0,326.9230769230769
1513,整租·乐山二村 2室1厅 南,5560,徐汇-徐家汇-乐山二村,121.430209,31.197215,11号线,0.6378,徐家汇,徐汇,47.88,116.1236424394319
1514,整租·永嘉路750号 3室1厅 南/北,48000,徐汇-衡山路-永嘉路750号,121.446862,31.204064,1号线,0.0662,衡山路,徐汇,308.0,155.84415584415584
1515,整租·福苑小区 1室1厅 南,5600,徐汇-田林-福苑小区,121.425654,31.176266,15号线,0.7417,桂林路,徐汇,50.35,111.22144985104269
1516,整租·长海坊 1室1厅 南,4100,徐汇-康健-长海坊,121.419223,31.156497,1号线,1.053,上海南站,徐汇,44.84,91.43621766280107
1517,整租·汇金广场 2室2厅 南,16000,徐汇-徐家汇-汇金广场,121.440415,31.195237,11号线,0.3646,徐家汇,徐汇,130.63,122.48334991962031
1518,整租·汇成一村 2室1厅 南,5600,徐汇-上海南站-汇成一村,121.43458,31.146486,15号线,0.5875,华东理工大学,徐汇,59.7,93.80234505862646
1519,整租·百汇园一期 3室2厅 南,27500,徐汇-徐汇滨江-百汇园一期,121.46046,31.1726,11号线,0.7024,云锦路,徐汇,178.57,154.0012320098561
1520,整租·五原路252弄 1室1厅 南,7500,徐汇-衡山路-五原路252弄,121.444362,31.212369,7号线,0.473,常熟路,徐汇,50.0,150.0
1521,整租·汇金广场 2室2厅 南,17000,徐汇-徐家汇-汇金广场,121.440415,31.195237,11号线,0.3646,徐家汇,徐汇,130.63,130.13855928959657
1522,整租·谨斜小区 1室0厅 南,5500,徐汇-徐家汇-谨斜小区,121.448534,31.193321,4号线,0.6668,东安路,徐汇,33.31,165.11558090663462
1523,整租·谨斜小区 1室1厅 南,5600,徐汇-徐家汇-谨斜小区,121.448534,31.193321,4号线,0.6668,东安路,徐汇,34.71,161.3367905502737
1524,整租·梅陇五村 2室1厅 南,4500,徐汇-华东理工-梅陇五村,121.42073,31.135743,1号线,0.956,锦江乐园,徐汇,66.46,67.70990069214565
1525,整租·漕溪一村 1室1厅 南,5000,徐汇-万体馆-漕溪一村,121.436611,31.172787,3号线,0.4712,漕溪路,徐汇,32.0,156.25
1526,整租·金龙花苑玫瑰园 2室1厅 南/北,6800,徐汇-龙华-金龙花苑玫瑰园,121.455877,31.168481,11号线,0.335,云锦路,徐汇,50.0,136.0
1527,整租·泰东新村(徐汇) 3室2厅 东,9000,徐汇-徐家汇-泰东新村(徐汇),121.441061,31.187681,4号线,0.3291,上海体育场,徐汇,70.36,127.91358726549176
1528,整租·宛南四村 2室1厅 南/北,6500,徐汇-龙华-宛南四村,121.450444,31.18158,12号线,0.7031,龙华中路,徐汇,47.82,135.92639063153493
1529,整租·吴中公寓 1室1厅 南/西,5200,徐汇-田林-吴中公寓,121.420411,31.187414,4号线,0.6511,宜山路,徐汇,61.77,84.18326048243483
1530,整租·龙安小区 3室1厅 南,9300,徐汇-龙华-龙安小区,121.455132,31.184864,12号线,0.1918,龙华中路,徐汇,57.27,162.38868517548454
1531,整租·申晖小区 1室1厅 南,5500,徐汇-斜土路-申晖小区,121.468103,31.197906,12号线,0.6273,大木桥路,徐汇,36.74,149.7005988023952
1532,整租·橡胶小区 2室1厅 南,7500,徐汇-徐家汇-橡胶小区,121.445572,31.196913,9号线,0.5232,肇嘉浜路,徐汇,67.61,110.93033574914953
1533,整租·环线广场 3室1厅 南,9500,徐汇-田林-环线广场,121.425895,31.180245,4号线,0.7281,宜山路,徐汇,94.7,100.31678986272439
1534,整租·恒昌花园 3室2厅 东/南,15000,徐汇-徐家汇-恒昌花园,121.449273,31.189024,4号线,0.5717,东安路,徐汇,134.43,111.5822361080116
1535,整租·漕溪二村 1室1厅 南,4500,徐汇-万体馆-漕溪二村,121.439107,31.172001,3号线,0.5302,漕溪路,徐汇,37.9,118.7335092348285
1536,整租·汇成五村 2室1厅 南/北,5338,徐汇-上海南站-汇成五村,121.430041,31.154579,1号线,0.0,上海南站,徐汇,52.2,102.26053639846742
1537,整租·徐虹华庭 3室2厅 南,20000,徐汇-徐家汇-徐虹华庭,121.426328,31.18981,4号线,0.3527,宜山路,徐汇,148.04,135.09862199405566
1538,整租·番禺小区 1室1厅 南,5000,徐汇-徐家汇-番禺小区,121.42825,31.198473,4号线,0.7164,虹桥路,徐汇,37.39,133.7255950788981
1539,整租·宛南六村 1室1厅 南,5500,徐汇-龙华-宛南六村,121.445104,31.179525,11号线,0.3536,上海游泳馆,徐汇,28.0,196.42857142857142
1540,整租·徐汇公寓 3室2厅 南/北,12000,徐汇-康健-徐汇公寓,121.432774,31.161938,12号线,0.711,漕宝路,徐汇,122.89,97.6483033607291
1541,整租·海上名邸 3室2厅 南/北,20000,徐汇-康健-海上名邸,121.423879,31.155435,1号线,0.5951,上海南站,徐汇,140.48,142.36902050113898
1542,整租·兴国路271弄 1室0厅 西北/北,4800,徐汇-衡山路-兴国路271弄,121.437409,31.205242,11号线,0.3937,交通大学,徐汇,18.45,260.1626016260163
1543,整租·田林十四村 1室1厅 南,6400,徐汇-田林-田林十四村,121.423526,31.175538,15号线,0.5272,桂林路,徐汇,36.56,175.054704595186
1544,整租·华泾绿苑 3室2厅 南,10000,徐汇-华泾-华泾绿苑,121.457976,31.113578,市域机场线,1.3685,景洪路(市域机场线),徐汇,127.0,78.74015748031496
1545,整租·天龙苑 2室2厅 南,10500,徐汇-植物园-天龙苑,121.447612,31.156471,3号线,0.451,石龙路,徐汇,101.37,103.58094110683633
1546,整租·龙山新村 1室1厅 南,5000,徐汇-万体馆-龙山新村,121.444891,31.184374,4号线,0.1883,上海体育场,徐汇,32.32,154.7029702970297
1547,整租·乐山二村 2室1厅 南/北,5900,徐汇-徐家汇-乐山二村,121.430209,31.197215,11号线,0.6378,徐家汇,徐汇,45.41,129.92732878220656
1548,整租·宛南三村 1室1厅 南,7500,徐汇-龙华-宛南三村,121.451043,31.182819,12号线,0.5993,龙华中路,徐汇,48.0,156.25
1549,整租·月季园(徐汇) 3室0厅 南,7500,徐汇-康健-月季园(徐汇),121.410929,31.149031,1号线,0.8139,锦江乐园,徐汇,85.8,87.41258741258741
1550,整租·建西小区 2室1厅 南,9800,徐汇-建国西路-建西小区,121.455857,31.204832,9号线,0.5129,嘉善路,徐汇,57.48,170.49408489909536
1551,整租·盛大花园 2室2厅 错层 南/北,14500,徐汇-龙华-盛大花园,121.454377,31.177717,12号线,0.5754,龙华,徐汇,133.49,108.6223687167578
1552,整租·尚海湾豪庭三期 2室2厅 南,25000,徐汇-徐汇滨江-尚海湾豪庭三期,121.460283,31.179931,12号线,0.5807,龙华中路,徐汇,119.37,209.43285582642204
1553,整租·科汇公寓 1室1厅 南,6500,徐汇-徐家汇-科汇公寓,121.437951,31.193218,11号线,0.2851,徐家汇,徐汇,48.18,134.91075134910753
1554,整租·茶陵小区 1室1厅 南,4500,徐汇-斜土路-茶陵小区,121.468195,31.195896,12号线,0.511,大木桥路,徐汇,38.36,117.3096976016684
1555,整租·五原路65弄 1室2厅 南,7800,徐汇-衡山路-五原路65弄,121.448217,31.212808,7号线,0.1185,常熟路,徐汇,40.1,194.51371571072318
1556,整租·梅陇路3号 2室0厅 南,3800,徐汇-华东理工-梅陇路3号,121.427327,31.141312,15号线,0.3629,华东理工大学,徐汇,45.77,83.02381472580292
1557,整租·宛南二村 1室1厅 南,5800,徐汇-龙华-宛南二村,121.450009,31.184087,4号线,0.6401,上海体育场,徐汇,31.62,183.42820999367487
1558,整租·田林十二村 2室1厅 南,6000,徐汇-田林-田林十二村,121.428878,31.171776,12号线,0.5568,漕宝路,徐汇,48.58,123.50761630300535
1559,整租·金牛苑 1室1厅 南,4500,徐汇-上海南站-金牛苑,121.43475,31.152094,1号线,0.5267,上海南站,徐汇,43.28,103.97412199630314
1560,整租·罗秀三村 2室1厅 南,4800,徐汇-植物园-罗秀三村,121.445954,31.134664,15号线,1.0274,罗秀路,徐汇,63.29,75.8413651445726
1561,整租·华沁家园 2室1厅 南,7300,徐汇-植物园-华沁家园,121.450626,31.136849,15号线,1.5303,罗秀路,徐汇,89.47,81.59159494802728
1562,整租·斜土路1358弄 1室1厅 南,5700,徐汇-斜土路-斜土路1358弄,121.46262,31.197792,12号线,0.4188,大木桥路,徐汇,43.61,130.70396698005044
1563,整租·徐汇锦梅苑 3室1厅 南/北,6400,徐汇-华东理工-徐汇锦梅苑,121.42401,31.132862,15号线,1.1342,罗秀路,徐汇,94.15,67.97663303239511
1564,整租·徐汇苑 2室2厅 南,13000,徐汇-龙华-徐汇苑,121.44403,31.177843,11号线,0.2861,上海游泳馆,徐汇,100.66,129.14762567057423
1565,整租·尚汇豪庭二期 3室2厅 南,23000,徐汇-田林-尚汇豪庭二期,121.42752,31.180832,4号线,0.6531,宜山路,徐汇,131.39,175.05137377273766
1566,整租·东湾小区 2室1厅 南,4200,徐汇-华泾-东湾小区,121.458546,31.122524,市域机场线,1.9565,景洪路(市域机场线),徐汇,57.91,72.52633396649975
1567,整租·望族城 3室3厅 东南/南,13800,徐汇-万体馆-望族城,121.435645,31.169896,12号线,0.2941,漕宝路,徐汇,208.86,66.07296753806376
1568,整租·上方花园 1室0厅 南,3150,徐汇-衡山路-上方花园,121.451239,31.212592,7号线,0.225,常熟路,徐汇,11.6,271.55172413793105
1569,整租·岳阳路77弄 1室1厅 南,7000,徐汇-建国西路-岳阳路77弄,121.453916,31.207645,1号线,0.7931,衡山路,徐汇,40.25,173.91304347826087
1570,整租·宛龙小区 1室1厅 南,6000,徐汇-龙华-宛龙小区,121.448921,31.182033,4号线,0.6488,上海体育场,徐汇,48.15,124.61059190031153
1571,整租·百汇园三期 4室2厅 南/北,65000,徐汇-徐汇滨江-百汇园三期,121.459409,31.176378,12号线,0.7395,龙华,徐汇,245.7,264.55026455026456
1572,整租·嘉汇国际广场 1室1厅 南,6584,徐汇-徐家汇-嘉汇国际广场,121.442908,31.188412,4号线,0.3168,上海体育场,徐汇,63.0,104.5079365079365
1573,整租·枫林新村 1室1厅 南,6000,徐汇-斜土路-枫林新村,121.459591,31.191465,4号线,0.453,东安路,徐汇,42.21,142.14641080312722
1574,整租·石龙小区 4室2厅 东南,27850,徐汇-植物园-石龙小区,121.441297,31.155384,3号线,0.3376,石龙路,徐汇,173.58,160.44475169950454
1575,整租·南天大楼 2室1厅 东/西,10500,徐汇-徐家汇-南天大楼,121.442592,31.190613,4号线,0.5623,上海体育场,徐汇,92.6,113.39092872570195
1576,整租·虹桥路400弄 1室1厅 南/北,7800,徐汇-徐家汇-虹桥路400弄,121.431146,31.192428,11号线,0.6225,徐家汇,徐汇,63.79,122.27621884307885
1577,整租·莱诗邸 3室2厅 南,25700,徐汇-徐家汇-莱诗邸,121.440094,31.190159,4号线,0.6017,上海体育场,徐汇,149.38,172.04445039496588
1578,整租·襄阳南路429弄 1室1厅 西,8200,徐汇-建国西路-襄阳南路429弄,121.45817,31.206354,9号线,0.4602,嘉善路,徐汇,27.0,303.7037037037037
1579,整租·华沁家园 1室1厅 南,5500,徐汇-植物园-华沁家园,121.450626,31.136849,15号线,1.5303,罗秀路,徐汇,56.19,97.88218544224951
1580,整租·凌云新村 3室1厅 南,4900,徐汇-华东理工-凌云新村,121.417106,31.140692,1号线,0.3322,锦江乐园,徐汇,82.21,59.60345456757086
1581,整租·爱博大厦 2室2厅 东南/南,14800,徐汇-徐家汇-爱博大厦,121.446193,31.188543,4号线,0.413,上海体育场,徐汇,107.85,137.22763096893834
1582,整租·淮海中路1270弄 1室1厅 南/西南,11600,徐汇-衡山路-淮海中路1270弄,121.451729,31.214266,7号线,0.2599,常熟路,徐汇,46.56,249.14089347079036
1583,整租·永新城 3室2厅 南,24000,徐汇-徐家汇-永新城,121.437951,31.193218,11号线,0.2851,徐家汇,徐汇,171.0,140.35087719298247
1584,整租·东安四村 1室1厅 南,5000,徐汇-徐家汇-东安四村,121.450711,31.186675,4号线,0.6084,东安路,徐汇,39.7,125.94458438287153
1585,整租·巴黎时韵 1室1厅 南,6500,徐汇-建国西路-巴黎时韵,121.457919,31.205645,9号线,0.4105,嘉善路,徐汇,43.6,149.08256880733944
1586,整租·莱诗邸 1室1厅 南,13000,徐汇-徐家汇-莱诗邸,121.440094,31.190159,4号线,0.6017,上海体育场,徐汇,80.18,162.13519580942878
1587,整租·建汇大厦 1室1厅 南,20000,徐汇-徐家汇-建汇大厦,121.439143,31.195318,11号线,0.243,徐家汇,徐汇,200.56,99.7207818109294
1588,整租·中煌大厦 1室1厅 东南/南,5000,徐汇-龙华-中煌大厦,121.445898,31.180772,11号线,0.464,上海游泳馆,徐汇,43.0,116.27906976744185
1589,整租·华沁家园 1室1厅 南,5100,徐汇-植物园-华沁家园,121.450626,31.136849,15号线,1.5303,罗秀路,徐汇,55.57,91.77613820406694
1590,整租·中海瀛台 2室2厅 东南/南/西南,11000,徐汇-华泾-中海瀛台,121.453503,31.140154,15号线,1.9383,罗秀路,徐汇,88.51,124.27974240198847
1591,整租·东安二村 1室1厅 南,4800,徐汇-徐家汇-东安二村,121.45415,31.186768,12号线,0.3838,龙华中路,徐汇,34.84,137.7726750861079
1592,整租·徐汇御苑 3室2厅 南,17800,徐汇-徐家汇-徐汇御苑,121.454748,31.192556,4号线,0.1931,东安路,徐汇,155.91,114.1684305047784
1593,整租·东方曼哈顿 1室2厅 西,11000,徐汇-徐家汇-东方曼哈顿,121.433831,31.191094,11号线,0.5567,徐家汇,徐汇,64.84,169.64836520666253
1594,整租·吴东小区 2室1厅 南,6390,徐汇-徐家汇-吴东小区,121.422474,31.191462,4号线,0.6904,虹桥路,徐汇,50.77,125.86172936773684
1595,整租·华理苑 2室2厅 南,7000,徐汇-华东理工-华理苑,121.420807,31.143834,1号线,0.6635,锦江乐园,徐汇,91.02,76.90617446715008
1596,整租·宏润花园 3室2厅 南/北,15500,徐汇-万体馆-宏润花园,121.436307,31.188334,1号线,0.6212,上海体育馆,徐汇,147.05,105.40632437946276
1597,整租·中恒苑 2室1厅 南,5000,徐汇-植物园-中恒苑,121.447925,31.139603,15号线,1.4602,罗秀路,徐汇,59.37,84.21761832575375
1598,整租·紫阳花苑 2室2厅 南,5500,徐汇-华泾-紫阳花苑,121.452787,31.113285,市域机场线,0.8953,景洪路(市域机场线),徐汇,59.0,93.22033898305085
1599,整租·寿昌坊 1室1厅 南,4000,徐汇-康健-寿昌坊,121.420029,31.150993,1号线,1.034,上海南站,徐汇,59.45,67.2834314550042
1600,整租·梅苑 2室1厅 南,5000,徐汇-华东理工-梅苑,121.42351,31.137637,15号线,0.9009,华东理工大学,徐汇,58.12,86.02890571231934
1601,整租·乐山大楼 2室1厅 西,6600,徐汇-徐家汇-乐山大楼,121.433254,31.196002,11号线,0.3237,徐家汇,徐汇,53.18,124.10680707032719
1602,整租·阳光绿园 3室2厅 南,12800,徐汇-华东理工-阳光绿园,121.427662,31.136961,15号线,0.8187,华东理工大学,徐汇,129.89,98.5449226268381
1603,整租·元福大厦 2室1厅 南/西,11800,徐汇-徐家汇-元福大厦,121.432223,31.19183,11号线,0.584,徐家汇,徐汇,107.99,109.26937679414762
1604,整租·康佳苑 2室1厅 南,6500,徐汇-上海南站-康佳苑,121.432005,31.148515,15号线,0.5527,华东理工大学,徐汇,76.2,85.30183727034121
1605,整租·联业大厦 4室2厅 南/北,19300,徐汇-衡山路-联业大厦,121.450615,31.200069,9号线,0.08,肇嘉浜路,徐汇,155.4,124.19562419562419
1606,整租·寿祥坊 2室1厅 南,5900,徐汇-康健-寿祥坊,121.419231,31.151108,1号线,1.1001,锦江乐园,徐汇,77.7,75.93307593307593
1607,整租·东航小区 1室1厅 南,5000,徐汇-龙华-东航小区,121.452314,31.18138,12号线,0.5617,龙华中路,徐汇,27.45,182.14936247723134
1608,整租·巴黎时韵 1室1厅 西北,7400,徐汇-建国西路-巴黎时韵,121.457919,31.205645,9号线,0.4105,嘉善路,徐汇,56.92,130.00702740688686
1609,整租·田林十二村 1室0厅 南,3900,徐汇-田林-田林十二村,121.428878,31.171776,12号线,0.5568,漕宝路,徐汇,30.03,129.87012987012986
1610,整租·长桥八村 1室1厅 南,5560,徐汇-长桥-长桥八村,121.439768,31.131052,15号线,0.3819,罗秀路,徐汇,46.25,120.21621621621621
1611,整租·乌鲁木齐中路255弄 1室1厅 错层 南/北,7200,徐汇-衡山路-乌鲁木齐中路255弄,121.446422,31.212454,7号线,0.2849,常熟路,徐汇,35.3,203.9660056657224
1612,整租·橡胶小区 1室1厅 东,6660,徐汇-徐家汇-橡胶小区,121.445572,31.196913,9号线,0.5232,肇嘉浜路,徐汇,50.03,133.12012792324606
1613,整租·天钥新村 1室1厅 南,4300,徐汇-万体馆-天钥新村,121.44698,31.184669,4号线,0.3449,上海体育场,徐汇,41.44,103.76447876447877
1614,整租·仪表新村 2室1厅 南,5690,徐汇-田林-仪表新村,121.426481,31.170336,12号线,0.6723,漕宝路,徐汇,50.05,113.6863136863137
1615,整租·金龙花苑牡丹园 2室1厅 南,6400,徐汇-龙华-金龙花苑牡丹园,121.455474,31.167475,11号线,0.3102,云锦路,徐汇,54.3,117.86372007366484
1616,整租·梅陇六村 1室1厅 南,4000,徐汇-华东理工-梅陇六村,121.419992,31.133501,1号线,1.1174,锦江乐园,徐汇,40.88,97.84735812133071
1617,整租·长桥一村 1室0厅 南,4200,徐汇-长桥-长桥一村,121.437716,31.136658,15号线,0.5946,罗秀路,徐汇,41.96,100.09532888465205
1618,整租·斜土路1218号 1室1厅 南,4400,徐汇-斜土路-斜土路1218号,121.46495,31.199256,9号线,0.5655,嘉善路,徐汇,31.62,139.15243516761544
1619,整租·华建一街坊 1室1厅 南,3600,徐汇-华泾-华建一街坊,121.439596,31.120553,15号线,0.4557,朱梅路,徐汇,34.7,103.74639769452449
1620,整租·泰东新村(徐汇) 1室1厅 南,6700,徐汇-徐家汇-泰东新村(徐汇),121.441061,31.187681,4号线,0.3291,上海体育场,徐汇,43.57,153.77553362405325
1621,整租·汇金广场 1室1厅 南,9011,徐汇-徐家汇-汇金广场,121.440415,31.195237,11号线,0.3646,徐家汇,徐汇,69.47,129.7106664747373
1622,整租·樱花园(徐汇) 1室1厅 南,4500,徐汇-康健-樱花园(徐汇),121.421101,31.155372,1号线,0.8568,上海南站,徐汇,48.13,93.49677955537086
1623,整租·花苑村紫竹园 1室1厅 南,4700,徐汇-康健-花苑村紫竹园,121.413916,31.153028,1号线,1.1986,锦江乐园,徐汇,42.29,111.13738472452117
1624,整租·玉兰花苑 1室1厅 南,7000,徐汇-徐家汇-玉兰花苑,121.435064,31.18611,1号线,0.4291,上海体育馆,徐汇,64.33,108.8139281828074
1625,整租·天平小区 1室1厅 南,6300,徐汇-徐家汇-天平小区,121.439194,31.19834,11号线,0.3989,徐家汇,徐汇,36.72,171.5686274509804
1626,整租·华东花苑 2室1厅 南,8800,徐汇-上海南站-华东花苑,121.43489,31.148816,15号线,0.7562,华东理工大学,徐汇,82.03,107.27782518590759
1627,整租·华泾绿苑 1室1厅 东南,5300,徐汇-华泾-华泾绿苑,121.457976,31.113578,市域机场线,1.3685,景洪路(市域机场线),徐汇,63.38,83.622593878195
1628,整租·田林十四村 1室1厅 南,4960,徐汇-田林-田林十四村,121.423526,31.175538,15号线,0.5272,桂林路,徐汇,36.56,135.66739606126913
1629,整租·尚海湾豪庭一期 1室2厅 南,12500,徐汇-徐汇滨江-尚海湾豪庭一期,121.460283,31.179931,12号线,0.5807,龙华中路,徐汇,65.24,191.60024524831394
1630,整租·中煌大厦 1室1厅 南,5000,徐汇-龙华-中煌大厦,121.445898,31.180772,11号线,0.464,上海游泳馆,徐汇,54.0,92.5925925925926
1631,整租·天钥新村 1室1厅 南,5030,徐汇-万体馆-天钥新村,121.44698,31.184669,4号线,0.3449,上海体育场,徐汇,34.5,145.79710144927537
1632,整租·凯旋一村 1室1厅 南,4590,徐汇-徐家汇-凯旋一村,121.423993,31.19315,4号线,0.5718,虹桥路,徐汇,32.02,143.34790755777638
1633,整租·汇金广场 3室1厅 南,20500,徐汇-徐家汇-汇金广场,121.440415,31.195237,11号线,0.3646,徐家汇,徐汇,167.95,122.0601369455195
1634,整租·建国西路402弄 1室1厅 南,5100,徐汇-建国西路-建国西路402弄,121.453335,31.203677,9号线,0.5564,肇嘉浜路,徐汇,13.0,392.3076923076923
1635,整租·青松小区 1室1厅 南,6800,徐汇-徐家汇-青松小区,121.449422,31.196816,9号线,0.3,肇嘉浜路,徐汇,46.41,146.52014652014654
1636,整租·长桥八村 2室1厅 南/北,4700,徐汇-长桥-长桥八村,121.439768,31.131052,15号线,0.3819,罗秀路,徐汇,59.74,78.67425510545698
1637,整租·上缝小区 1室0厅 南/北,5000,徐汇-龙华-上缝小区,121.446367,31.173351,3号线,0.4712,龙漕路,徐汇,38.56,129.66804979253112
1638,整租·徐汇商务大厦 1室0厅 南,6000,徐汇-徐家汇-徐汇商务大厦,121.432615,31.185389,4号线,0.5372,宜山路,徐汇,46.46,129.14334911752044
1639,整租·东方时空公寓 1室1厅 南,5000,徐汇-徐家汇-东方时空公寓,121.427716,31.192807,4号线,0.677,宜山路,徐汇,45.14,110.76650420912716
1640,整租·长桥一村 1室1厅 南,5130,徐汇-长桥-长桥一村,121.437716,31.136658,15号线,0.5946,罗秀路,徐汇,48.5,105.77319587628865
1641,整租·田林十二村 1室1厅 南,4730,徐汇-田林-田林十二村,121.428878,31.171776,12号线,0.5568,漕宝路,徐汇,30.0,157.66666666666666
1642,整租·三江小区 1室1厅 南,3900,徐汇-龙华-三江小区,121.440003,31.164717,3号线,0.6712,龙漕路,徐汇,47.38,82.3132123258759
1643,整租·高安路9弄 1室1厅 南,7250,徐汇-衡山路-高安路9弄,121.445478,31.206315,10号线,0.2111,上海图书馆,徐汇,43.0,168.6046511627907
1644,整租·漕溪二村 1室1厅 南,4999,徐汇-万体馆-漕溪二村,121.439107,31.172001,3号线,0.5302,漕溪路,徐汇,37.9,131.89973614775727
1645,整租·科汇公寓 2室2厅 南/西南,8800,徐汇-徐家汇-科汇公寓,121.437951,31.193218,11号线,0.2851,徐家汇,徐汇,80.64,109.12698412698413
1646,整租·中凯城市之光(徐汇) 3室2厅 南,52000,徐汇-徐家汇-中凯城市之光(徐汇),121.437951,31.193218,11号线,0.2851,徐家汇,徐汇,257.85,201.66763622261
1647,整租·四季园 4室3厅 复式 南,30000,徐汇-徐家汇-四季园,121.452342,31.195838,9号线,0.4475,肇嘉浜路,徐汇,263.76,113.73976342129208
1648,整租·华狮国际公寓 1室1厅 南/北,8500,徐汇-徐家汇-华狮国际公寓,121.441845,31.190525,4号线,0.5685,上海体育场,徐汇,60.0,141.66666666666666
1649,整租·明园世纪城 2室2厅 南,16800,徐汇-建国西路-明园世纪城,121.458887,31.212035,12号线,0.3454,陕西南路,徐汇,117.36,143.14928425357874
1650,整租·安福路229弄 3室2厅 南,23000,徐汇-衡山路-安福路229弄,121.442838,31.2134,7号线,0.6007,常熟路,徐汇,120.0,191.66666666666666
1651,整租·迎春园 3室1厅 南,10500,徐汇-康健-迎春园,121.417629,31.147241,1号线,0.6504,锦江乐园,徐汇,123.64,84.9239728243287
1652,整租·襄阳南路357弄 2室0厅 南,8900,徐汇-建国西路-襄阳南路357弄,121.458065,31.207809,9号线,0.6076,嘉善路,徐汇,40.0,222.5
1653,整租·公安大楼(徐汇) 2室0厅 南/西/北,9998,徐汇-衡山路-公安大楼(徐汇),121.445083,31.199055,9号线,0.4906,肇嘉浜路,徐汇,60.52,165.2015862524785
1654,整租·汇景苑 1室1厅 东,12000,徐汇-建国西路-汇景苑,121.461386,31.204557,9号线,0.2032,嘉善路,徐汇,92.0,130.43478260869566
1655,整租·长桥五村 2室1厅 南,5600,徐汇-长桥-长桥五村,121.435559,31.135959,15号线,0.4891,罗秀路,徐汇,55.17,101.50444081928585
1656,整租·中南新村 1室1厅 南,7800,徐汇-衡山路-中南新村,121.442365,31.207585,10号线,0.1949,上海图书馆,徐汇,50.39,154.79261758285375
1657,整租·爱建园 1室0厅 南,5000,徐汇-田林-爱建园,121.432396,31.176268,3号线,0.5757,漕溪路,徐汇,37.09,134.80722566729577
1658,整租·实业公寓 3室2厅 南,14500,徐汇-徐家汇-实业公寓,121.437005,31.192796,11号线,0.3037,徐家汇,徐汇,111.67,129.84687024267933
1659,整租·建西小区 1室0厅 南,5300,徐汇-建国西路-建西小区,121.455857,31.204832,9号线,0.5129,嘉善路,徐汇,32.0,165.625
1660,整租·华泾绿苑 2室1厅 南,5000,徐汇-华泾-华泾绿苑,121.457976,31.113578,市域机场线,1.3685,景洪路(市域机场线),徐汇,63.0,79.36507936507937
1661,整租·长顺坊 2室1厅 南,5800,徐汇-康健-长顺坊,121.419056,31.155597,1号线,1.0533,上海南站,徐汇,53.21,109.00206728058636
1662,整租·华苑大厦 4室2厅 南,16500,徐汇-徐家汇-华苑大厦,121.433738,31.181592,1号线,0.3764,上海体育馆,徐汇,166.06,99.36167650246898
1663,整租·佳信徐汇公寓 3室2厅 南,12500,徐汇-万体馆-佳信徐汇公寓,121.438077,31.173033,3号线,0.4128,漕溪路,徐汇,126.3,98.97070467141727
1664,整租·常熟路228弄 1室1厅 南,5000,徐汇-衡山路-常熟路228弄,121.448638,31.214437,7号线,0.112,常熟路,徐汇,31.87,156.88735487919672
1665,整租·梅陇十一村 3室1厅 南,4500,徐汇-华东理工-梅陇十一村,121.427022,31.131789,15号线,0.8381,罗秀路,徐汇,50.65,88.84501480750247
1666,整租·日晖二村 2室0厅 南,6800,徐汇-斜土路-日晖二村,121.465461,31.193658,12号线,0.2127,大木桥路,徐汇,48.87,139.14466953140987
1667,整租·天际花园 3室2厅 南,20800,徐汇-徐家汇-天际花园,121.4445,31.191564,4号线,0.6671,上海体育场,徐汇,176.82,117.63375183802738
1668,整租·田林十四村 1室1厅 南,6000,徐汇-田林-田林十四村,121.423526,31.175538,15号线,0.5272,桂林路,徐汇,48.56,123.55848434925865
1669,整租·宜德苑 2室2厅 南/北,12000,徐汇-徐家汇-宜德苑,121.426571,31.185311,4号线,0.1668,宜山路,徐汇,107.16,111.98208286674132
1670,整租·住友公寓 3室1厅 南,8000,徐汇-万体馆-住友公寓,121.443495,31.175223,11号线,0.4753,上海游泳馆,徐汇,82.16,97.37098344693281
1671,整租·宜山路701弄 1室0厅 南,4000,徐汇-田林-宜山路701弄,121.419162,31.17266,15号线,0.2584,桂林路,徐汇,30.06,133.06719893546241
1672,整租·梅陇六村 1室1厅 南,3850,徐汇-华东理工-梅陇六村,121.419992,31.133501,1号线,1.1174,锦江乐园,徐汇,40.33,95.4624349119762
