标题,价格(元/月),面积,片区,lng,lat,nearest_station_id,distance_km
整租·爱博七村 3室2厅 南/北,7800,122.00㎡,闵行-华漕-爱博七村,121.30301,31.224595,13号线,2.3901
整租·景香苑 2室1厅 南,5600,64.00㎡,闵行-春申-景香苑,121.419697,31.097204,15号线,0.2936
整租·新闵小区 2室1厅 南,3500,51.15㎡,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908
整租·碧桂园柏悦前湾 4室2厅 南,20000,150.00㎡,闵行-华漕-碧桂园柏悦前湾,121.294488,31.216381,17号线,2.7422
整租·上海康城 2室2厅 南,5040,101.72㎡,闵行-莘闵别墅-上海康城,121.436307,31.188334,1号线,0.6212
整租·罗阳四村(恒德花苑) 2室2厅 南,4200,72.27㎡,闵行-梅陇-罗阳四村(恒德花苑),121.412822,31.14129,1号线,0.1599
整租·好世鹿鸣苑 2室1厅 南/北,8000,97.50㎡,闵行-莘庄南广场-好世鹿鸣苑,121.384015,31.105422,5号线,0.6483
整租·昆阳小区 1室1厅 南,2600,45.00㎡,闵行-老闵行-昆阳小区,121.372017,30.999343,5号线,0.2621
整租·爱博一村 2室2厅 南,6200,82.00㎡,闵行-华漕-爱博一村,121.31115,31.207346,17号线,1.6536
整租·虹桥花苑 3室2厅 南,19000,148.76㎡,闵行-金虹桥-虹桥花苑,121.38832,31.188749,10号线,1.008
整租·南方新村 2室1厅 南,5880,62.06㎡,闵行-古美-南方新村,121.400437,31.156156,12号线,0.5554
整租·颛桥紫薇花园东区 3室1厅 南,10500,101.00㎡,闵行-颛桥-颛桥紫薇花园东区,121.397933,31.069067,5号线,0.4391
整租·宝隆新村 2室1厅 南/北,5600,74.39㎡,闵行-七宝-宝隆新村,121.352966,31.150696,9号线,0.6217
整租·浦江坤庭—紫郡 3室2厅 南,8800,119.00㎡,闵行-浦江-浦江坤庭—紫郡,121.489936,31.091052,8号线,1.675
整租·西郊九韵城 3室2厅 南,4800,81.00㎡,闵行-华漕-西郊九韵城,121.295371,31.211899,17号线,2.2528
整租·东苑世纪茗苑 4室2厅 复式 南,10500,180.89㎡,闵行-莘庄北广场-东苑世纪茗苑,121.436307,31.188334,1号线,0.6212
整租·梅陇二村 1室1厅 南,4000,46.30㎡,闵行-梅陇-梅陇二村,121.412822,31.14129,1号线,0.1599
整租·华唐苑 3室2厅 南,6800,120.94㎡,闵行-春申-华唐苑,121.433572,31.100818,15号线,0.3385
整租·建发璟院北苑 3室2厅 南,13000,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·蓝色港湾(公寓) 2室2厅 南,7200,95.14㎡,闵行-古美-蓝色港湾(公寓),121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 4室2厅 南,25000,157.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·臻澜苑 2室1厅 南,4200,70.00㎡,闵行-老闵行-臻澜苑,121.417971,31.008671,5号线,0.6367
整租·塘泾南苑 1室1厅 南,4400,68.53㎡,闵行-吴泾-塘泾南苑,121.446225,31.041799,15号线,0.4119
整租·虹梅景苑一街坊 2室2厅 南,5800,94.00㎡,闵行-吴泾-虹梅景苑一街坊,121.452514,31.042677,15号线,0.9711
整租·君莲小区 1室1厅 南,4300,60.00㎡,闵行-颛桥-君莲小区,121.436307,31.188334,1号线,0.6212
整租·建发璟院北苑 3室2厅 南,16000,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·浦锦路1306号 1室1厅 北,3000,28.68㎡,闵行-浦江-浦锦路1306号,121.492953,31.093562,8号线,1.3142
整租·君莲新城广润苑 2室2厅 南/北,5600,85.00㎡,闵行-颛桥-君莲新城广润苑,121.417817,31.085529,15号线,0.4546
整租·永德宝邸（南区） 2室1厅 南,4800,69.89㎡,闵行-吴泾-永德宝邸（南区）,121.442177,31.042894,15号线,0.4268
整租·水语人家南苑 1室1厅 南,3400,54.89㎡,闵行-闵浦-水语人家南苑,121.532137,31.045078,浦江线,0.363
整租·航华三村四街坊 1室1厅 南,4000,46.22㎡,闵行-航华-航华三村四街坊,121.348619,31.165882,10号线,0.6424
整租·古龙苑 2室1厅 南,6500,72.30㎡,闵行-古美-古龙苑,121.400437,31.156156,12号线,0.5554
整租·欣源公寓 2室2厅 南,6450,87.52㎡,闵行-七宝-欣源公寓,121.349447,31.160598,9号线,0.5892
整租·好世鹿鸣苑 2室2厅 南,7800,100.48㎡,闵行-莘庄南广场-好世鹿鸣苑,121.384015,31.105422,5号线,0.6483
整租·南洋绿都公寓 3室2厅 南,10500,122.59㎡,闵行-金汇-南洋绿都公寓,121.371735,31.186758,10号线,0.5168
整租·流晶逸彩 3室2厅 南,9500,122.05㎡,闵行-金虹桥-流晶逸彩,121.381948,31.18432,10号线,1.1323
整租·馨泰佳苑 3室2厅 南,8200,123.00㎡,闵行-华漕-馨泰佳苑,121.288052,31.216343,17号线,2.7755
整租·翡翠名都 2室2厅 南,16800,86.48㎡,闵行-金虹桥-翡翠名都,121.436307,31.188334,1号线,0.6212
整租·水清年华花园 2室1厅 南,4725,60.00㎡,闵行-七宝-水清年华花园,121.343851,31.148882,9号线,0.8754
整租·金鹰华庭一期 2室1厅 南,9450,91.65㎡,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083
整租·梅陇二村 1室1厅 南,5500,61.49㎡,闵行-梅陇-梅陇二村,121.412822,31.14129,1号线,0.1599
整租·新浦江城(江栀路350弄) 2室2厅 南,7000,90.30㎡,闵行-浦江-新浦江城(江栀路350弄),121.495816,31.099175,8号线,1.0378
整租·红旗四街坊 1室1厅 南,2900,54.10㎡,闵行-老闵行-红旗四街坊,121.39737,31.014366,5号线,0.791
整租·水清一村 1室1厅 南,4200,41.49㎡,闵行-莘庄北广场-水清一村,121.436307,31.188334,1号线,0.6212
整租·古美西路420弄 2室1厅 南,6000,71.13㎡,闵行-古美-古美西路420弄,121.400437,31.156156,12号线,0.5554
整租·建发璟院南苑 3室2厅 南,14000,107.00㎡,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 4室2厅 南,23800,157.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 3室2厅 南,12500,104.31㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院南苑 3室2厅 南,16200,107.00㎡,闵行-古美-建发璟院南苑,121.400437,31.156156,12号线,0.5554
整租·建发璟院北苑 3室1厅 南,14000,107.00㎡,闵行-古美-建发璟院北苑,121.400437,31.156156,12号线,0.5554
整租·银河新都 3室1厅 南,4800,68.49㎡,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244
整租·新都名园 2室1厅 南,5000,70.47㎡,闵行-七宝-新都名园,121.332788,31.155584,市域机场线,0.6676
整租·星河景苑 2室1厅 南,3300,60.00㎡,闵行-老闵行-星河景苑,121.436307,31.188334,1号线,0.6212
整租·航华四村三街坊 2室1厅 南,4800,65.00㎡,闵行-航华-航华四村三街坊,121.354677,31.170396,10号线,0.5555
整租·三明花园 2室1厅 南,4000,80.00㎡,闵行-老闵行-三明花园,121.42878,31.014666,5号线,0.9337
整租·鹤北新村 2室1厅 南,3400,63.65㎡,闵行-老闵行-鹤北新村,121.41815,31.011338,5号线,0.7604
整租·首创禧瑞荟 3室1厅 南,8000,93.51㎡,闵行-华漕-首创禧瑞荟,121.27185,31.217481,17号线,3.5015
整租·紫藤居(公寓) 1室1厅 南,7000,66.99㎡,闵行-龙柏-紫藤居(公寓),121.364257,31.17134,10号线,0.1926
整租·大上海国际花园 2室2厅 南,12000,101.08㎡,闵行-静安新城-大上海国际花园,121.377322,31.164017,9号线,0.7634
整租·莘南路106号 2室1厅 南,3890,73.53㎡,闵行-莘庄南广场-莘南路106号,121.378157,31.104144,5号线,0.9803
整租·丽华公寓(公寓) 3室1厅 南,5250,92.00㎡,闵行-莘庄北广场-丽华公寓(公寓),121.436307,31.188334,1号线,0.6212
整租·马桥景城馨苑 2室1厅 南,3800,75.74㎡,闵行-老闵行-马桥景城馨苑,121.359718,31.038531,5号线,4.309
整租·滨浦新苑五村 2室1厅 南,4700,80.00㎡,闵行-浦江-滨浦新苑五村,121.498287,31.067206,8号线,1.3698
整租·瑞和雅苑壹街区 2室1厅 南,3500,70.27㎡,闵行-闵浦-瑞和雅苑壹街区,121.539469,31.067607,浦江线,1.7186
整租·黎安四村 2室2厅 南,5500,86.51㎡,闵行-莘庄北广场-黎安四村,121.436307,31.188334,1号线,0.6212
整租·航东路750弄 2室1厅 南/北,5500,55.00㎡,闵行-航华-航东路750弄,121.353421,31.180499,10号线,1.3353
整租·夏朵园 3室2厅 南,4500,124.37㎡,闵行-老闵行-夏朵园,121.396038,31.024999,5号线,1.945
整租·万乐城(商业类) 2室1厅 复式 南,4100,44.00㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·绿梅二村 1室1厅 南,3500,46.52㎡,闵行-莘庄北广场-绿梅二村,121.436307,31.188334,1号线,0.6212
整租·平阳新村四街坊 2室2厅 南,6600,74.26㎡,闵行-古美-平阳新村四街坊,121.400437,31.156156,12号线,0.5554
整租·南国花园 1室1厅 南,4800,51.33㎡,闵行-七宝-南国花园,121.346508,31.160207,9号线,0.6037
整租·浦江世博家园十五街坊 2室1厅 南/北,6300,85.00㎡,闵行-浦江-浦江世博家园十五街坊,121.502032,31.071736,8号线,0.8418
整租·中春三水苑 1室2厅 南,4400,63.86㎡,闵行-春申-中春三水苑,121.421818,31.092945,15号线,0.454
整租·聚缘中庭 1室1厅 南,2800,56.00㎡,闵行-闵浦-聚缘中庭,121.545515,31.04152,浦江线,1.4257
整租·西环一村 2室1厅 南,3700,68.60㎡,闵行-莘庄北广场-西环一村,121.367068,31.103483,5号线,1.8804
整租·双柏小区 2室1厅 南/北,2940,55.00㎡,闵行-吴泾-双柏小区,121.472246,31.043279,15号线,2.8098
整租·东方花园三期 1室1厅 南,6500,58.40㎡,闵行-七宝-东方花园三期,121.365234,31.142778,12号线,1.2634
整租·三明花园 2室1厅 南,4000,87.12㎡,闵行-老闵行-三明花园,121.42878,31.014666,5号线,0.9337
整租·碧林湾新苑(华友路) 1室1厅 南,5200,52.00㎡,闵行-七宝-碧林湾新苑(华友路),121.352012,31.136023,12号线,1.1089
整租·银都新村(8至10区) 2室1厅 南,4200,56.65㎡,闵行-莘庄南广场-银都新村(8至10区),121.395561,31.094471,5号线,0.7605
整租·万科桂馨苑 2室2厅 南,7000,98.27㎡,闵行-七宝-万科桂馨苑,121.337977,31.155253,市域机场线,0.6884
整租·金鹰华庭一期 2室2厅 南/北,10800,93.01㎡,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083
整租·金鹰华庭一期 2室2厅 南/北,10800,93.01㎡,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083
整租·绿地春申花园 2室2厅 南/北,7200,131.69㎡,闵行-春申-绿地春申花园,121.406692,31.110448,15号线,1.6546
整租·泽雅苑 1室1厅 南,3850,60.18㎡,闵行-华漕-泽雅苑,121.282164,31.234498,13号线,3.6107
整租·香树丽舍 1室1厅 南,4500,59.98㎡,闵行-莘庄北广场-香树丽舍,121.436307,31.188334,1号线,0.6212
整租·新申花城茉莉苑 2室1厅 南,4620,74.35㎡,闵行-莘庄南广场-新申花城茉莉苑,121.400097,31.106666,5号线,1.4899
整租·报春三村 2室1厅 南,5000,61.92㎡,闵行-莘庄北广场-报春三村,121.436307,31.188334,1号线,0.6212
整租·碧桂园柏悦前湾 3室1厅 南/北,7000,94.23㎡,闵行-华漕-碧桂园柏悦前湾,121.294488,31.216381,17号线,2.7422
整租·双柏小区 2室1厅 南,3600,65.08㎡,闵行-吴泾-双柏小区,121.472246,31.043279,15号线,2.8098
整租·上虹新村 2室1厅 南,6500,71.00㎡,闵行-金汇-上虹新村,121.436307,31.188334,1号线,0.6212
整租·莘南花苑二村 2室1厅 南,4800,66.32㎡,闵行-莘庄南广场-莘南花苑二村,121.398352,31.109397,5号线,1.2532
整租·红旗三村 2室1厅 南,2980,53.70㎡,闵行-老闵行-红旗三村,121.399206,31.010592,5号线,0.5122
整租·阳光美景城一期 3室2厅 南,11500,125.00㎡,闵行-古美-阳光美景城一期,121.400437,31.156156,12号线,0.5554
整租·南山前湾拾缦 3室2厅 南,7500,104.45㎡,闵行-华漕-南山前湾拾缦,121.271131,31.218798,17号线,3.6604
整租·当代万国府MOMA 2室1厅 南,6600,69.23㎡,闵行-老闵行-当代万国府MOMA,121.430408,31.010351,5号线,0.858
整租·浦润苑 3室2厅 南,5300,107.97㎡,闵行-闵浦-浦润苑,121.436307,31.188334,1号线,0.6212
整租·金鹰华庭一期 1室1厅 南,9500,65.00㎡,闵行-金虹桥-金鹰华庭一期,121.380968,31.18353,10号线,1.2083
整租·锦绣江南(四期) 2室2厅 南,13500,159.85㎡,闵行-金汇-锦绣江南(四期),121.436307,31.188334,1号线,0.6212
整租·万源城尚郡 3室2厅 南,10500,119.18㎡,闵行-古美-万源城尚郡,121.400437,31.156156,12号线,0.5554
整租·万乐城(商业类) 1室1厅 南,2990,27.22㎡,闵行-吴泾-万乐城(商业类),121.445443,31.038405,15号线,0.2291
整租·碧桂园柏悦前湾 3室1厅 东南/南,6999,101.00㎡,闵行-华漕-碧桂园柏悦前湾,121.294488,31.216381,17号线,2.7422
整租·西庭网球俱乐部和公寓 5室2厅 南,50000,341.48㎡,闵行-华漕-西庭网球俱乐部和公寓,121.288044,31.20307,17号线,1.3497
整租·万科红郡 4室2厅 复式 南/北,25000,225.31㎡,闵行-华漕-万科红郡,121.286519,31.210289,17号线,2.1549
整租·莲浦花苑 4室3厅 南/北,12075,198.62㎡,闵行-古美-莲浦花苑,121.400437,31.156156,12号线,0.5554
整租·春申景城湖滨晨韵 2室2厅 南,7000,79.43㎡,闵行-春申-春申景城湖滨晨韵,121.411047,31.10765,15号线,1.1458
整租·金美苑 3室1厅 东南/南,6000,71.95㎡,闵行-七宝-金美苑,121.343655,31.151478,9号线,0.6782
整租·银河新都 1室1厅 南,4000,50.00㎡,闵行-春申-银河新都,121.413911,31.093882,15号线,0.5244
整租·世纪苑 3室2厅 南,12500,151.12㎡,闵行-梅陇-世纪苑,121.412822,31.14129,1号线,0.1599
整租·春申府邸 1室1厅 南,4800,57.32㎡,闵行-莘庄南广场-春申府邸,121.384493,31.095665,5号线,0.3132
整租·万源城尚郡 3室2厅 南,10500,88.00㎡,闵行-古美-万源城尚郡,121.400437,31.156156,12号线,0.5554
整租·君莲宏润丽苑 3室2厅 南,5400,106.00㎡,闵行-颛桥-君莲宏润丽苑,121.412817,31.082298,15号线,0.8583
整租·金铭新水岸 2室2厅 南/北,6000,92.79㎡,闵行-莘庄南广场-金铭新水岸,121.395421,31.099713,5号线,0.9303
整租·罗阳四村(罗阳东四村) 1室1厅 南,3600,43.80㎡,闵行-梅陇-罗阳四村(罗阳东四村),121.412822,31.14129,1号线,0.1599
整租·上海春城 2室1厅 南,5700,103.00㎡,闵行-春申-上海春城,121.408793,31.104197,15号线,1.0722
整租·浦恒馨苑 2室2厅 南,5500,84.00㎡,闵行-浦江-浦恒馨苑,121.483819,31.113395,市域机场线,1.4312
整租·涞港星苑 2室2厅 南,6200,93.27㎡,闵行-华漕-涞港星苑,121.30061,31.199709,17号线,1.1459
整租·爱博一村 1室1厅 南,4700,61.40㎡,闵行-华漕-爱博一村,121.31115,31.207346,17号线,1.6536
整租·绿梅一村 2室1厅 南,3800,47.99㎡,闵行-莘庄北广场-绿梅一村,121.436307,31.188334,1号线,0.6212
整租·缦玥华庭 2室1厅 南,7000,86.00㎡,闵行-浦江-缦玥华庭,121.486888,31.102778,8号线,1.9722
整租·莘南花苑二村 2室1厅 南,4300,68.44㎡,闵行-莘庄南广场-莘南花苑二村,121.398352,31.109397,5号线,1.2532
整租·西环四村 2室1厅 南,3750,60.21㎡,闵行-莘庄北广场-西环四村,121.365663,31.105383,5号线,1.9859
整租·名都新城（四期） 2室2厅 南/北,7500,97.37㎡,闵行-莘庄南广场-名都新城（四期）,121.39147,31.105983,5号线,0.8164
整租·莘南花苑二村 2室1厅 南,4900,67.91㎡,闵行-莘庄南广场-莘南花苑二村,121.398352,31.109397,5号线,1.2532
整租·小富人家 2室2厅 南,5000,83.00㎡,闵行-莘庄南广场-小富人家,121.380676,31.097918,5号线,0.4919
整租·虹桥汇秀苑 2室2厅 南,12000,120.16㎡,闵行-金虹桥-虹桥汇秀苑,121.385161,31.185646,10号线,1.0865
整租·东方花园二期 3室2厅 南/北,9600,100.08㎡,闵行-七宝-东方花园二期,121.363789,31.145271,9号线,1.5044
整租·东方花园二期 3室2厅 南,9600,101.00㎡,闵行-七宝-东方花园二期,121.363789,31.145271,9号线,1.5044
整租·东方花园三期 3室2厅 南,16000,167.00㎡,闵行-七宝-东方花园三期,121.365234,31.142778,12号线,1.2634
整租·罗阳七村(华宝小区) 1室1厅 南,4200,41.71㎡,闵行-梅陇-罗阳七村(华宝小区),121.412822,31.14129,1号线,0.1599
整租·莘沥路20弄 2室2厅 南,3885,63.29㎡,闵行-莘庄北广场-莘沥路20弄,121.376167,31.113052,5号线,0.903
整租·黎安二村(北区) 2室1厅 南,4700,64.72㎡,闵行-莘庄北广场-黎安二村(北区),121.436307,31.188334,1号线,0.6212
整租·莘南新村 2室1厅 南,5200,90.02㎡,闵行-莘庄南广场-莘南新村,121.379523,31.10502,5号线,0.8795
整租·颛桥紫薇花园东区 3室1厅 南,13000,137.12㎡,闵行-颛桥-颛桥紫薇花园东区,121.397933,31.069067,5号线,0.4391
整租·虹景苑 2室1厅 南,4600,75.16㎡,闵行-春申-虹景苑,121.431722,31.096717,15号线,0.7998
整租·莲浦府邸（东区） 3室1厅 南,7800,76.83㎡,闵行-七宝-莲浦府邸（东区）,121.365261,31.139569,12号线,0.9193
整租·平阳三村 2室2厅 南,5200,65.87㎡,闵行-古美-平阳三村,121.400437,31.156156,12号线,0.5554
整租·大上海国际花园 3室2厅 南,7600,123.74㎡,闵行-静安新城-大上海国际花园,121.377322,31.164017,9号线,0.7634
整租·瑞和城壹街区（汇延路199弄） 2室1厅 南,3100,76.46㎡,闵行-闵浦-瑞和城壹街区（汇延路199弄）,121.436307,31.188334,1号线,0.6212
整租·江锦南苑江锦北苑 2室2厅 南,6500,93.80㎡,闵行-浦江-江锦南苑江锦北苑,121.486422,31.118745,市域机场线,0.8096
整租·水语人家北苑 1室1厅 南/北,3200,56.08㎡,闵行-闵浦-水语人家北苑,121.532422,31.047842,浦江线,0.2007
整租·恒丰苑 1室1厅 南,3650,43.46㎡,闵行-莘庄南广场-恒丰苑,121.375727,31.103834,5号线,1.1445
整租·奥森花苑 2室2厅 南/北,7500,92.69㎡,闵行-金虹桥-奥森花苑,121.380305,31.188457,10号线,0.6594
整租·汽轮三村  1室1厅 南/北,3100,58.30㎡,闵行-老闵行-汽轮三村,121.411429,31.00418,5号线,0.7962
整租·华发建发·缦云 3室2厅 南/北,8500,99.00㎡,闵行-浦江-华发建发·缦云,121.488289,31.100723,8号线,1.7756
整租·新浦江城(浦驰路1336弄) 3室2厅 南,12000,114.04㎡,闵行-浦江-新浦江城(浦驰路1336弄),121.495816,31.099175,8号线,1.0378
整租·新浦江城(江桦路199弄) 3室2厅 南,18000,186.12㎡,闵行-浦江-新浦江城(江桦路199弄),121.495816,31.099175,8号线,1.0378
整租·罗阳七村(华宝小区) 2室1厅 东南,4700,69.40㎡,闵行-梅陇-罗阳七村(华宝小区),121.412822,31.14129,1号线,0.1599
整租·新华红星国际广场 2室1厅 复式 北,7500,84.11㎡,闵行-金汇-新华红星国际广场,121.372564,31.174674,10号线,0.3152
整租·君临天下(别墅) 3室3厅 复式 南,25000,227.05㎡,闵行-莘庄南广场-君临天下(别墅),121.395347,31.089872,5号线,0.4884
整租·环镇西路39、41弄 2室1厅 南,6000,51.00㎡,闵行-金汇-环镇西路39、41弄,121.392001,31.176361,9号线,0.839
整租·万科城 3室2厅 南/北,4500,91.27㎡,闵行-老闵行-万科城,121.386109,31.027058,5号线,2.3408
整租·静安新城十一区 1室1厅 南,5200,42.96㎡,闵行-静安新城-静安新城十一区,121.377739,31.160481,9号线,0.8825
整租·水清嘉苑 1室1厅 南,5500,63.02㎡,闵行-莘庄北广场-水清嘉苑,121.436307,31.188334,1号线,0.6212
整租·明申花园(公寓) 3室2厅 南,9500,142.00㎡,闵行-金虹桥-明申花园(公寓),121.436307,31.188334,1号线,0.6212
整租·梅陇一村 2室0厅 南,4200,48.00㎡,闵行-梅陇-梅陇一村,121.412822,31.14129,1号线,0.1599
整租·兴银花园 1室1厅 南,3300,54.55㎡,闵行-颛桥-兴银花园,121.400358,31.080219,5号线,1.3968
整租·浦秀馨苑 2室0厅 南,4200,65.00㎡,闵行-浦江-浦秀馨苑,121.489837,31.086424,8号线,1.8065
整租·龙柏一村 2室1厅 南,6900,74.61㎡,闵行-龙柏-龙柏一村,121.369286,31.183317,10号线,0.7224
整租·华府天地愉园 4室2厅 复式 南,19000,149.45㎡,闵行-马桥-华府天地愉园,121.448679,31.212458,7号线,0.1261
整租·浦江世博家园五街坊 3室1厅 南/北,7500,109.78㎡,闵行-浦江-浦江世博家园五街坊,121.502705,31.079579,8号线,0.7649
整租·浦江世博家园五街坊 2室1厅 南,3700,78.85㎡,闵行-浦江-浦江世博家园五街坊,121.502705,31.079579,8号线,0.7649
整租·首创禧瑞荟 2室1厅 南,7000,73.24㎡,闵行-华漕-首创禧瑞荟,121.27185,31.217481,17号线,3.5015
整租·水语人家北苑 1室1厅 南,3150,54.93㎡,闵行-闵浦-水语人家北苑,121.532422,31.047842,浦江线,0.2007
整租·爱博三村 3室2厅 南,9000,121.00㎡,闵行-华漕-爱博三村,121.310695,31.209729,17号线,1.9108
整租·光大花园 3室1厅 南,10500,129.00㎡,闵行-金虹桥-光大花园,121.436307,31.188334,1号线,0.6212
整租·古北悦公馆 3室2厅 南,16500,126.00㎡,闵行-金虹桥-古北悦公馆,121.397262,31.199617,15号线,0.1348
整租·水清三村 2室2厅 南,6000,91.71㎡,闵行-莘庄北广场-水清三村,121.436307,31.188334,1号线,0.6212
整租·永康城浦欣苑 2室2厅 南,3700,82.00㎡,闵行-浦江-永康城浦欣苑,121.452073,31.12801,15号线,1.4195
整租·聚缘中庭 1室1厅 南,3100,56.00㎡,闵行-闵浦-聚缘中庭,121.545515,31.04152,浦江线,1.4257
整租·爱博三村 1室1厅 南,4600,61.00㎡,闵行-华漕-爱博三村,121.310695,31.209729,17号线,1.9108
整租·瑞和城贰街区（汇延路59弄） 2室2厅 南/北,3200,84.00㎡,闵行-闵浦-瑞和城贰街区（汇延路59弄）,121.436307,31.188334,1号线,0.6212
整租·好世鹿鸣苑 1室1厅 南,5500,49.76㎡,闵行-莘庄南广场-好世鹿鸣苑,121.384015,31.105422,5号线,0.6483
整租·涞港星苑 2室1厅 南/北,4800,70.00㎡,闵行-华漕-涞港星苑,121.30061,31.199709,17号线,1.1459
整租·梅陇一村 2室1厅 南,6000,54.01㎡,闵行-梅陇-梅陇一村,121.412822,31.14129,1号线,0.1599
整租·东苑半岛花园(别墅) 4室2厅 南,28000,246.00㎡,闵行-古美-东苑半岛花园(别墅),121.400437,31.156156,12号线,0.5554
整租·平吉一村 1室1厅 南,4600,49.35㎡,闵行-古美-平吉一村,121.400437,31.156156,12号线,0.5554
整租·水语人家北苑 2室1厅 南,4000,80.00㎡,闵行-闵浦-水语人家北苑,121.532422,31.047842,浦江线,0.2007
整租·金铭福邸 3室1厅 南,4500,85.54㎡,闵行-老闵行-金铭福邸,121.411182,31.009288,5号线,0.2406
整租·永康城和康苑 2室1厅 南,3600,76.00㎡,闵行-浦江-永康城和康苑,121.452073,31.12801,15号线,1.4195
整租·九歌茗园 1室1厅 南,7030,60.00㎡,闵行-静安新城-九歌茗园,121.38135,31.164575,9号线,0.3924
整租·新闵小区 2室0厅 南,3600,51.00㎡,闵行-老闵行-新闵小区,121.424278,31.005865,5号线,0.0908
整租·阳明国际花苑一二三期 2室2厅 南,5500,103.73㎡,闵行-莘庄北广场-阳明国际花苑一二三期,121.381898,31.121744,1号线,1.0649
整租·爱博四村 1室1厅 南/北,3700,60.00㎡,闵行-华漕-爱博四村,121.30695,31.213451,17号线,2.4387
整租·新华小区 2室1厅 南,2800,56.35㎡,闵行-老闵行-新华小区,121.413303,31.006212,5号线,0.636
整租·虹桥明珠公寓 3室2厅 东/南,10000,127.56㎡,闵行-金虹桥-虹桥明珠公寓,121.405078,31.19137,15号线,0.128
整租·瑞和城叁街区(汇臻路815弄) 1室1厅 南,2500,68.00㎡,闵行-闵浦-瑞和城叁街区(汇臻路815弄),121.524188,31.020953,浦江线,0.4771
整租·高兴花园一街坊 1室1厅 南,3350,48.00㎡,闵行-春申-高兴花园一街坊,121.408042,31.113668,1号线,1.6418
整租·水清三村 2室1厅 南,6100,89.00㎡,闵行-莘庄北广场-水清三村,121.436307,31.188334,1号线,0.6212
整租·爱博五村 1室1厅 南,4800,60.00㎡,闵行-华漕-爱博五村,121.307629,31.215668,17号线,2.6311
整租·绿地璀璨天城 3室2厅 南,6500,164.46㎡,闵行-老闵行-绿地璀璨天城,121.376924,31.024244,5号线,2.3182
整租·中冶锦城 1室1厅 南,4300,62.00㎡,闵行-春申-中冶锦城,121.419896,31.093988,15号线,0.4188
整租·高兴花园一街坊 1室1厅 南,3300,47.79㎡,闵行-春申-高兴花园一街坊,121.408042,31.113668,1号线,1.6418
整租·旭辉江山都会 3室2厅 南/北,7000,100.00㎡,闵行-浦江-旭辉江山都会,121.511246,31.024192,浦江线,1.2762
整租·锦鸿公寓 1室1厅 南,5500,71.36㎡,闵行-梅陇-锦鸿公寓,121.412822,31.14129,1号线,0.1599
整租·凤庆小区 2室1厅 南/北,2940,53.00㎡,闵行-老闵行-凤庆小区,121.402035,31.013607,5号线,0.8198
整租·君莲小区 3室1厅 南,5000,85.00㎡,闵行-颛桥-君莲小区,121.436307,31.188334,1号线,0.6212
整租·君莲小区 2室1厅 南,5500,64.51㎡,闵行-颛桥-君莲小区,121.436307,31.188334,1号线,0.6212
整租·景江苑A区 2室2厅 南/北,4500,73.75㎡,闵行-浦江-景江苑A区,121.493399,31.080188,8号线,1.519
整租·碧林湾新苑(华友路) 1室1厅 南,5500,59.00㎡,闵行-七宝-碧林湾新苑(华友路),121.352012,31.136023,12号线,1.1089
整租·银春苑 2室2厅 南/北,4000,82.00㎡,闵行-老闵行-银春苑,121.388266,31.024021,5号线,1.9527
整租·天鸿公寓 3室2厅 南/北,8500,118.73㎡,闵行-金虹桥-天鸿公寓,121.397468,31.179358,9号线,0.9665
整租·古美小区 2室1厅 南,7000,88.75㎡,闵行-古美-古美小区,121.397556,31.156219,12号线,0.4589
整租·新都名园 2室1厅 南,5500,70.58㎡,闵行-七宝-新都名园,121.332788,31.155584,市域机场线,0.6676
整租·春申玫瑰苑 2室2厅 南,6600,96.14㎡,闵行-莘庄南广场-春申玫瑰苑,121.398076,31.106864,5号线,1.3016
整租·航华二村二街坊 2室1厅 南,6000,68.76㎡,闵行-航华-航华二村二街坊,121.351706,31.170723,10号线,0.6825
整租·爱博三村 3室2厅 南,8450,120.00㎡,闵行-华漕-爱博三村,121.310695,31.209729,17号线,1.9108
整租·华梅花苑 2室1厅 南,7665,95.70㎡,闵行-古美-华梅花苑,121.400437,31.156156,12号线,0.5554
整租·莘松六村 2室1厅 南,3990,57.79㎡,闵行-莘庄北广场-莘松六村,121.436307,31.188334,1号线,0.6212
整租·东苑怡景园 2室2厅 南,7100,90.72㎡,闵行-古美-东苑怡景园,121.400437,31.156156,12号线,0.5554
